Respondent's ID,Gender,Age Group,Highest Qualifications,Employment Status,Income Level,Country,Q1,Q2a,Q2b,Q2c,Q2d,Q2e,Q3a,Q3b,Q3c,Q3d,Q3e,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6a,Q6b,Q6c,Q6d,Q6e
297,Female,21-24,PHD,Self-employed,$140K-$149K,Liberia,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Highly satisfied,Neutral,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,9,9,9,9,9
298,Male,41+,PHD,Self-employed,$20k-$44K,Chile,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Neutral,Highly satisfied,Dissatisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,7,9,7,8,7
299,Female,35-40,Diploma,Student,Less than $20K,Australia,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,,Mock Exam,,Tableau project examples,Normal class discussions,,10,9,7,10,9
300,Female,15-20,Degree,Student,Less than $20K,Iran,Website,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Neutral,Highly satisfied,Neutral,Satisfied,Satisfied,Satisfied,Highly satisfied,Neutral,Quizzes & Solutions,,,Tableau project examples,,,8,8,8,9,8
301,Female,41+,Master's Degree,Employed,$20k-$44K,Hungary,Website,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,10,9,7,8,9
302,Female,35-40,Degree,Employed,Less than $20K,Australia,Newsletter,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,,,Weekly online calls,Tableau project examples,Normal class discussions,,9,9,7,7,9
303,Female,15-20,Degree,Self-employed,$20k-$44K,Portugal,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Quizzes & Solutions,,Weekly online calls,,Normal class discussions,Trainer's feedback through comments,9,9,7,7,8
304,Female,15-20,Degree,Employed,Less than $20K,Canada,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Dissatisfied,,,Weekly online calls,Tableau project examples,Normal class discussions,,9,9,7,7,9
305,Male,25-30,Master's Degree,Self-employed,$140K-$149K,China,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,7,7,9
306,Female,31-34,PHD,Un-employed,Less than $20K,Indonesia,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Satisfied,Neutral,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,10,9,10,7
307,Female,21-24,Diploma,Self-employed,Less than $20K,India,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Neutral,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Quizzes & Solutions,,,Tableau project examples,,,10,9,7,9,9
308,Female,21-24,Degree,Self-employed,$20k-$44K,Peru,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,Neutral,Highly satisfied,Neutral,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,7,7,9
309,Male,21-24,Diploma,Student,Less than $20K,United Kingdom,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Neutral,Highly satisfied,Neutral,Satisfied,Highly satisfied,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,10,9,9,7,7
310,Female,25-30,Certificate,Self-employed,$45K-$139K,France,Website,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Dissatisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,7,9,7,7,9
311,Male,41+,Master's Degree,Self-employed,$45K-$139K,Portugal,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Neutral,Neutral,Highly satisfied,Satisfied,Satisfied,Dissatisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,10,7,9
312,Male,21-24,Master's Degree,Student,Less than $20K,South Africa,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Neutral,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,7,10,8,9
313,Male,31-34,PHD,Employed,$20k-$44K,Mexico,Through Ads,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Neutral,Highly satisfied,Neutral,Satisfied,Satisfied,Highly satisfied,Satisfied,Neutral,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,10,9,7,8,9
314,Male,21-24,Master's Degree,Employed,Less than $20K,United Kingdom,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Dissatisfied,,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,8,7,7,9
315,Male,15-20,Certificate,Self-employed,Less than $20K,Sweden,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,10,8,7,10,9
316,Male,15-20,Certificate,Student,Less than $20K,Czech Republic,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Neutral,Neutral,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,7,8,9,7,9
317,Male,21-24,PHD,Un-employed,Less than $20K,Albania,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Dissatisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,,Normal class discussions,,10,7,7,7,8
318,Female,31-34,Diploma,Un-employed,Less than $20K,Honduras,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Dissatisfied,Satisfied,Neutral,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,7,10,9
319,Female,25-30,Degree,Student,Less than $20K,France,Newsletter,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,10,9,7,7,9
320,Male,31-34,PHD,Un-employed,Less than $20K,Malawi,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Highly satisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,10,9,7,7,9
321,Female,15-20,Master's Degree,Un-employed,Less than $20K,Portugal,Facebook,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,,,Trainer's feedback through comments,10,7,10,7,7
322,Female,31-34,PHD,Self-employed,$45K-$139K,Indonesia,Facebook,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Dissatisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Dissatisfied,Dissatisfied,Highly satisfied,,,Weekly online calls,Tableau project examples,Normal class discussions,,10,7,7,7,7
323,Female,25-30,Degree,Self-employed,$45K-$139K,United States,Through Ads,No,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,10,9,3
324,Male,35-40,Degree,Student,Less than $20K,Cuba,Newsletter,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Neutral,Highly satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,8,7,7,5
325,Female,15-20,Diploma,Self-employed,$20k-$44K,United States,Website,No,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Dissatisfied,,Mock Exam,Weekly online calls,,Normal class discussions,,10,7,10,10,7
326,Male,25-30,Master's Degree,Self-employed,$20k-$44K,India,Website,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,Trainer's feedback through comments,10,8,10,7,7
327,Male,25-30,Diploma,Un-employed,Less than $20K,France,LinkedIn,No,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Dissatisfied,Satisfied,Highly satisfied,Neutral,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,9,8,10,7,7
328,Female,35-40,PHD,Self-employed,Less than $20K,India,Website,No,Yes,Yes,Yes,Yes,Neutral,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Neutral,Dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,7,10,7,10
329,Male,15-20,PHD,Student,Less than $20K,United States,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,9,7,10,7,7
330,Male,25-30,Diploma,Student,Less than $20K,South Africa,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Neutral,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,Dissatisfied,Highly satisfied,Satisfied,,Mock Exam,Weekly online calls,Tableau project examples,,,10,10,10,7,7
331,Male,21-24,Master's Degree,Employed,$140K-$149K,Sweden,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Neutral,Neutral,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,10,7,8,7,8
332,Female,25-30,PHD,Student,Less than $20K,Vietnam,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,10,7,8,7,7
333,Male,25-30,Degree,Student,Less than $20K,Thailand,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Neutral,Dissatisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,10,9,10,10,7
334,Male,25-30,Diploma,Un-employed,Less than $20K,Philippines,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,,,,Tableau project examples,Normal class discussions,,8,9,10,7,7
335,Male,21-24,PHD,Employed,$45K-$139K,India,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,8,10,4,7,7
336,Male,21-24,Degree,Un-employed,Less than $20K,Netherlands,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Neutral,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Dissatisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,7,9,7,7
337,Female,21-24,Degree,Student,Less than $20K,United States,Facebook,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,10,7,3,7,7
338,Male,31-34,PHD,Un-employed,Less than $20K,India,Facebook,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Satisfied,Highly dissatisfied,Highly satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,7,3,7,7
339,Male,15-20,Degree,Un-employed,Less than $20K,Australia,Through Ads,Yes,Yes,Yes,Yes,Yes,Neutral,Dissatisfied,Satisfied,Highly satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,10,9,10,7,10
340,Male,15-20,Master's Degree,Un-employed,Less than $20K,India,Facebook,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,,,,10,7,2,8,8
341,Female,25-30,PHD,Employed,Less than $20K,Japan,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Dissatisfied,Highly satisfied,Neutral,Satisfied,Satisfied,Neutral,Highly satisfied,Satisfied,Dissatisfied,Highly satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,2,7,7
342,Female,35-40,Degree,Employed,Less than $20K,United States,Newsletter,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,1,7,10
343,Male,21-24,Certificate,Self-employed,$140K-$149K,Canada,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Highly satisfied,Dissatisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,2,8,7
344,Female,25-30,Certificate,Self-employed,Less than $20K,Brazil,Through Ads,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Dissatisfied,Highly satisfied,Highly dissatisfied,Dissatisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,9,10,8,7,7
345,Female,25-30,Certificate,Self-employed,$45K-$139K,Brazil,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Dissatisfied,Dissatisfied,Highly satisfied,Neutral,Highly satisfied,Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,7,10,6,7,7
346,Male,41+,Master's Degree,Student,Less than $20K,Bangladesh,Through Ads,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly dissatisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,7,8,9,7,7
347,Female,35-40,Certificate,Self-employed,$20k-$44K,Australia,Newsletter,Yes,Yes,Yes,Yes,Yes,Neutral,Satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Dissatisfied,,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,10,7,9,7,7
348,Female,31-34,PHD,Self-employed,$200K+,Philippines,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly dissatisfied,Neutral,Highly satisfied,Dissatisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Dissatisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,8,9,9,10,7
349,Male,41+,Degree,Un-employed,Less than $20K,Poland,Facebook,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Dissatisfied,Dissatisfied,Highly dissatisfied,Dissatisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Highly satisfied,,Mock Exam,Weekly online calls,Tableau project examples,,,10,7,9,7,7
350,Female,35-40,Certificate,Self-employed,Less than $20K,Uganda,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,9,9,7
351,Male,25-30,Certificate,Student,Less than $20K,Botswana,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Highly satisfied,Neutral,Highly satisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Highly satisfied,Neutral,Satisfied,,,Weekly online calls,Tableau project examples,,,7,9,9,7,7
352,Female,35-40,PHD,Un-employed,Less than $20K,United States,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Dissatisfied,Neutral,Highly satisfied,Satisfied,Satisfied,Neutral,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,8,9,8,7,7
353,Male,35-40,Diploma,Un-employed,Less than $20K,United States,Through Ads,Yes,Yes,Yes,Yes,Yes,Neutral,Satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Highly satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,8,9,9,7,9
354,Male,31-34,Degree,Un-employed,Less than $20K,Portugal,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly dissatisfied,Highly dissatisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Neutral,Satisfied,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,8,9,7,7
355,Male,25-30,Certificate,Self-employed,Less than $20K,Poland,Website,Yes,Yes,Yes,No,Yes,Satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,9,8,9,8,7
356,Female,21-24,Certificate,Employed,$140K-$149K,United Arab Emirates,Through Ads,Yes,Yes,Yes,No,Yes,Satisfied,Highly dissatisfied,Dissatisfied,Highly satisfied,Dissatisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,10,10,7,9,7
357,Male,35-40,Master's Degree,Self-employed,$20k-$44K,Mexico,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Highly satisfied,Neutral,Neutral,Highly satisfied,Neutral,Satisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,9,8,9,7,7
358,Female,41+,Degree,Employed,$45K-$139K,India,LinkedIn,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly dissatisfied,Neutral,Highly dissatisfied,Neutral,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Highly satisfied,Highly satisfied,,,Weekly online calls,Tableau project examples,Normal class discussions,,10,8,8,7,8
359,Male,31-34,Master's Degree,Student,Less than $20K,Japan,Facebook,Yes,Yes,Yes,No,Yes,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Neutral,,,Weekly online calls,Tableau project examples,Normal class discussions,,8,8,9,7,7
360,Male,35-40,Master's Degree,Un-employed,Less than $20K,Peru,LinkedIn,Yes,Yes,Yes,Yes,Yes,Neutral,Highly dissatisfied,Highly satisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Neutral,Highly satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,9,9,9,7,7
361,Male,21-24,PHD,Student,Less than $20K,Kenya,Through Ads,Yes,Yes,Yes,No,Yes,Satisfied,Satisfied,Highly satisfied,Dissatisfied,Dissatisfied,Neutral,Highly satisfied,Satisfied,Satisfied,Neutral,Neutral,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,9,8,9,7,7
362,Female,35-40,Master's Degree,Un-employed,Less than $20K,Sweden,LinkedIn,Yes,Yes,Yes,No,Yes,Satisfied,Highly dissatisfied,Neutral,Dissatisfied,Highly dissatisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,10,10,9,8,7
363,Male,15-20,Master's Degree,Un-employed,Less than $20K,Indonesia,Through Ads,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Highly dissatisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,10,8,9,7,7
364,Male,25-30,Degree,Un-employed,Less than $20K,United States,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly dissatisfied,Highly dissatisfied,Dissatisfied,Highly dissatisfied,Dissatisfied,Highly satisfied,Satisfied,Dissatisfied,Highly satisfied,Neutral,Dissatisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,7,9,10,7
365,Male,15-20,PHD,Employed,$45K-$139K,India,Facebook,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly dissatisfied,Highly satisfied,Neutral,Neutral,Neutral,Satisfied,Highly satisfied,Satisfied,Dissatisfied,Highly dissatisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,10,8,9,10,7
366,Male,25-30,Diploma,Student,Less than $20K,Philippines,Facebook,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly dissatisfied,Neutral,Neutral,Dissatisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,7,10,9,8,7
367,Female,21-24,PHD,Self-employed,$20k-$44K,India,Newsletter,Yes,Yes,Yes,No,Yes,Highly satisfied,Highly dissatisfied,Highly satisfied,Highly dissatisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,8,8,9,10
368,Female,31-34,Degree,Employed,$20k-$44K,Thailand,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,7,8,9,7,7
369,Female,25-30,Master's Degree,Self-employed,Less than $20K,United States,LinkedIn,Yes,Yes,No,Yes,Yes,Highly satisfied,Satisfied,Neutral,Satisfied,Highly satisfied,Neutral,Satisfied,Neutral,Highly satisfied,Highly dissatisfied,Satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,,Normal class discussions,,10,9,8,7,7
370,Male,31-34,Degree,Un-employed,Less than $20K,Japan,Through Ads,Yes,Yes,Yes,No,Yes,Satisfied,Dissatisfied,Highly satisfied,Highly dissatisfied,Highly satisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Dissatisfied,Highly dissatisfied,Highly dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,7,8,7,9,7
